"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Karnataka","Haveri","Tur","Kharif","0.00","0.00","645.00"
"Karnataka","Haveri","Tur","Total","0.00","0.00","645.00"
"Karnataka","Haveri","Gram","Rabi","0.06","0.03","492.00"
"Karnataka","Haveri","Gram","Total","0.06","0.03","492.00"
"Karnataka","Haveri","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Haveri","Urad","Rabi","0.00","0.00","224.00"
"Karnataka","Haveri","Urad","Total","0.00","0.00","369.00"
"Karnataka","Haveri","Moong","Kharif","0.01","0.00","360.00"
"Karnataka","Haveri","Moong","Rabi","0.05","0.02","312.00"
"Karnataka","Haveri","Moong","Total","0.07","0.02","321.00"
"Karnataka","Haveri","Other Pulses","Kharif","0.00","0.00","601.00"
"Karnataka","Haveri","Other Pulses","Rabi","0.22","0.12","524.00"
"Karnataka","Haveri","Other Pulses","Total","0.22","0.12","525.00"
"Karnataka","Haveri","Total Pulses","Total","0.35","0.17","480.00"
"Karnataka","Haveri","Total Food Grains","Kharif","2.79","7.12","2553.00"
"Karnataka","Haveri","Total Food Grains","Rabi","1.51","2.34","1553.00"
"Karnataka","Haveri","Total Food Grains","Summer","0.21","0.60","2930.00"
"Karnataka","Haveri","Total Food Grains","Total","4.50","10.06","2235.00"
"Karnataka","Kalaburagi","Rice","Kharif","0.08","0.21","2563.00"
"Karnataka","Kalaburagi","Rice","Rabi","0.02","0.06","3626.00"
"Karnataka","Kalaburagi","Rice","Summer","0.00","0.01","3521.00"
"Karnataka","Kalaburagi","Rice","Total","0.10","0.29","2783.00"
"Karnataka","Kalaburagi","Wheat","Rabi","0.06","0.09","1590.00"
"Karnataka","Kalaburagi","Wheat","Total","0.06","0.09","1590.00"
"Karnataka","Kalaburagi","Maize","Kharif","0.01","0.03","2929.00"
"Karnataka","Kalaburagi","Maize","Rabi","0.01","0.02","3584.00"
"Karnataka","Kalaburagi","Maize","Summer","0.00","0.00","4328.00"
"Karnataka","Kalaburagi","Maize","Total","0.01","0.05","3219.00"
"Karnataka","Kalaburagi","Jowar","Kharif","0.00","0.00","1982.00"
"Karnataka","Kalaburagi","Jowar","Rabi","0.41","0.52","1271.00"
"Karnataka","Kalaburagi","Jowar","Total","0.42","0.53","1275.00"
"Karnataka","Kalaburagi","Bajra","Kharif","0.01","0.01","1266.00"
"Karnataka","Kalaburagi","Bajra","Total","0.01","0.01","1266.00"
"Karnataka","Kalaburagi","Ragi","Kharif","0.00","0.00","1504.00"
"Karnataka","Kalaburagi","Ragi","Total","0.00","0.00","1504.00"
"Karnataka","Kalaburagi","Small Millets","Kharif","0.00","0.00","599.00"
"Karnataka","Kalaburagi","Small Millets","Total","0.00","0.00","599.00"
"Karnataka","Kalaburagi","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","1423.00"
"Karnataka","Kalaburagi","Shree Anna /Nutri Cereals","Rabi","0.41","0.52","1271.00"
"Karnataka","Kalaburagi","Shree Anna /Nutri Cereals","Total","0.42","0.54","1274.00"
"Karnataka","Kalaburagi","Nutri/Coarse Cereals","Kharif","0.02","0.04","2152.00"
"Karnataka","Kalaburagi","Nutri/Coarse Cereals","Rabi","0.42","0.54","1300.00"
"Karnataka","Kalaburagi","Nutri/Coarse Cereals","Summer","0.00","0.00","4328.00"
"Karnataka","Kalaburagi","Nutri/Coarse Cereals","Total","0.44","0.58","1338.00"
"Karnataka","Kalaburagi","Cereals","Kharif","0.10","0.25","2489.00"
"Karnataka","Kalaburagi","Cereals","Rabi","0.50","0.70","1419.00"
"Karnataka","Kalaburagi","Cereals","Summer","0.00","0.02","3607.00"
"Karnataka","Kalaburagi","Cereals","Total","0.60","0.97","1612.00"
"Karnataka","Kalaburagi","Tur","Kharif","6.17","2.36","383.00"
"Karnataka","Kalaburagi","Tur","Total","6.17","2.36","383.00"
"Karnataka","Kalaburagi","Gram","Rabi","0.19","0.14","735.00"
"Karnataka","Kalaburagi","Gram","Total","0.19","0.14","735.00"
"Karnataka","Kalaburagi","Urad","Kharif","0.25","0.17","665.00"
"Karnataka","Kalaburagi","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Kalaburagi","Urad","Total","0.25","0.17","664.00"
"Karnataka","Kalaburagi","Moong","Kharif","0.47","0.26","557.00"
"Karnataka","Kalaburagi","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Kalaburagi","Moong","Total","0.47","0.26","557.00"
"Karnataka","Kalaburagi","Other Pulses","Kharif","0.00","0.00","608.00"
"Karnataka","Kalaburagi","Other Pulses","Rabi","0.00","0.00","493.00"
"Karnataka","Kalaburagi","Other Pulses","Total","0.00","0.00","580.00"
"Karnataka","Kalaburagi","Total Pulses","Total","7.09","2.93","414.00"
"Karnataka","Kalaburagi","Total Food Grains","Kharif","6.99","3.04","435.00"
"Karnataka","Kalaburagi","Total Food Grains","Rabi","0.69","0.85","1227.00"
"Karnataka","Kalaburagi","Total Food Grains","Summer","0.00","0.02","3607.00"
"Karnataka","Kalaburagi","Total Food Grains","Total","7.69","3.90","507.00"
"Karnataka","Kodagu","Rice","Kharif","0.12","0.31","2651.00"
"Karnataka","Kodagu","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Kodagu","Rice","Summer","0.00","0.00","3245.00"
"Karnataka","Kodagu","Rice","Total","0.12","0.31","2651.00"
"Karnataka","Kodagu","Maize","Kharif","0.01","0.02","2035.00"
"Karnataka","Kodagu","Maize","Rabi","0.00","0.00","3584.00"
"Karnataka","Kodagu","Maize","Total","0.01","0.02","2152.00"
"Karnataka","Kodagu","Jowar","Kharif","0.01","0.02","1982.00"
"Karnataka","Kodagu","Jowar","Total","0.01","0.02","1982.00"
"Karnataka","Kodagu","Ragi","Kharif","0.00","0.00","1556.00"
"Karnataka","Kodagu","Ragi","Total","0.00","0.00","1556.00"
"Karnataka","Kodagu","Shree Anna /Nutri Cereals","Kharif","0.01","0.02","1979.00"
"Karnataka","Kodagu","Shree Anna /Nutri Cereals","Total","0.01","0.02","1979.00"
"Karnataka","Kodagu","Nutri/Coarse Cereals","Kharif","0.02","0.03","2005.00"
"Karnataka","Kodagu","Nutri/Coarse Cereals","Rabi","0.00","0.00","3584.00"
"Karnataka","Kodagu","Nutri/Coarse Cereals","Total","0.02","0.04","2062.00"
"Karnataka","Kodagu","Cereals","Kharif","0.13","0.34","2570.00"
"Karnataka","Kodagu","Cereals","Rabi","0.00","0.00","3492.00"
"Karnataka","Kodagu","Cereals","Summer","0.00","0.00","3245.00"
"Karnataka","Kodagu","Cereals","Total","0.13","0.34","2575.00"
"Karnataka","Kodagu","Total Food Grains","Kharif","0.13","0.34","2570.00"
"Karnataka","Kodagu","Total Food Grains","Rabi","0.00","0.00","3492.00"
"Karnataka","Kodagu","Total Food Grains","Summer","0.00","0.00","3245.00"
"Karnataka","Kodagu","Total Food Grains","Total","0.13","0.34","2575.00"
"Karnataka","Kolar","Rice","Kharif","0.03","0.09","3076.00"
"Karnataka","Kolar","Rice","Rabi","0.00","0.01","2842.00"
"Karnataka","Kolar","Rice","Summer","0.00","0.01","3692.00"
"Karnataka","Kolar","Rice","Total","0.03","0.11","3106.00"
"Karnataka","Kolar","Maize","Kharif","0.02","0.05","3133.00"
"Karnataka","Kolar","Maize","Rabi","0.01","0.04","3584.00"
"Karnataka","Kolar","Maize","Summer","0.01","0.04","4328.00"
"Karnataka","Kolar","Maize","Total","0.04","0.14","3576.00"
"Karnataka","Kolar","Jowar","Kharif","0.01","0.01","1982.00"
"Karnataka","Kolar","Jowar","Rabi","0.00","0.00","1113.00"
"Karnataka","Kolar","Jowar","Total","0.01","0.01","1707.00"
"Karnataka","Kolar","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Kolar","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Kolar","Ragi","Kharif","0.54","0.99","1842.00"
"Karnataka","Kolar","Ragi","Total","0.54","0.99","1842.00"
"Karnataka","Kolar","Small Millets","Kharif","0.01","0.02","1811.00"
"Karnataka","Kolar","Small Millets","Total","0.01","0.02","1811.00"
"Karnataka","Kolar","Shree Anna /Nutri Cereals","Kharif","0.55","1.02","1842.00"
"Karnataka","Kolar","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1113.00"
"Karnataka","Kolar","Shree Anna /Nutri Cereals","Total","0.55","1.02","1839.00"
"Karnataka","Kolar","Nutri/Coarse Cereals","Kharif","0.57","1.07","1880.00"
"Karnataka","Kolar","Nutri/Coarse Cereals","Rabi","0.01","0.04","3135.00"
"Karnataka","Kolar","Nutri/Coarse Cereals","Summer","0.01","0.04","4328.00"
"Karnataka","Kolar","Nutri/Coarse Cereals","Total","0.59","1.15","1950.00"
"Karnataka","Kolar","Cereals","Kharif","0.60","1.16","1938.00"
"Karnataka","Kolar","Cereals","Rabi","0.02","0.05","3089.00"
"Karnataka","Kolar","Cereals","Summer","0.01","0.05","4191.00"
"Karnataka","Kolar","Cereals","Total","0.63","1.26","2013.00"
"Karnataka","Kolar","Tur","Kharif","0.01","0.01","503.00"
"Karnataka","Kolar","Tur","Total","0.01","0.01","503.00"
"Karnataka","Kolar","Gram","Rabi","0.00","0.00","596.00"
"Karnataka","Kolar","Gram","Total","0.00","0.00","596.00"
"Karnataka","Kolar","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Kolar","Urad","Total","0.00","0.00","590.00"
"Karnataka","Kolar","Moong","Kharif","0.00","0.00","430.00"
"Karnataka","Kolar","Moong","Total","0.00","0.00","430.00"
"Karnataka","Kolar","Other Pulses","Kharif","0.05","0.05","967.00"
"Karnataka","Kolar","Other Pulses","Rabi","0.08","0.07","881.00"
"Karnataka","Kolar","Other Pulses","Total","0.13","0.12","913.00"
"Karnataka","Kolar","Total Pulses","Total","0.14","0.12","883.00"
"Karnataka","Kolar","Total Food Grains","Kharif","0.65","1.21","1845.00"
"Karnataka","Kolar","Total Food Grains","Rabi","0.10","0.12","1258.00"
"Karnataka","Kolar","Total Food Grains","Summer","0.01","0.05","4191.00"
"Karnataka","Kolar","Total Food Grains","Total","0.76","1.38","1808.00"
"Karnataka","Koppal","Rice","Kharif","0.59","2.51","4243.00"
"Karnataka","Koppal","Rice","Rabi","0.06","0.16","2842.00"
"Karnataka","Koppal","Rice","Summer","0.51","1.61","3169.00"
"Karnataka","Koppal","Rice","Total","1.16","4.28","3704.00"
"Karnataka","Koppal","Wheat","Rabi","0.01","0.01","534.00"
"Karnataka","Koppal","Wheat","Total","0.01","0.01","534.00"
"Karnataka","Koppal","Maize","Kharif","1.16","2.65","2278.00"
"Karnataka","Koppal","Maize","Rabi","0.23","0.72","3199.00"
"Karnataka","Koppal","Maize","Summer","0.03","0.12","4328.00"
"Karnataka","Koppal","Maize","Total","1.42","3.49","2465.00"
"Karnataka","Koppal","Jowar","Kharif","0.02","0.04","1994.00"
"Karnataka","Koppal","Jowar","Rabi","0.16","0.09","598.00"
"Karnataka","Koppal","Jowar","Total","0.18","0.13","761.00"
"Karnataka","Koppal","Bajra","Kharif","0.49","0.54","1102.00"
"Karnataka","Koppal","Bajra","Total","0.49","0.54","1102.00"
"Karnataka","Koppal","Ragi","Kharif","0.00","0.00","1570.00"
"Karnataka","Koppal","Ragi","Total","0.00","0.00","1570.00"
"Karnataka","Koppal","Small Millets","Kharif","0.06","0.03","411.00"
"Karnataka","Koppal","Small Millets","Total","0.06","0.03","411.00"
"Karnataka","Koppal","Shree Anna /Nutri Cereals","Kharif","0.58","0.61","1058.00"
"Karnataka","Koppal","Shree Anna /Nutri Cereals","Rabi","0.16","0.09","598.00"
"Karnataka","Koppal","Shree Anna /Nutri Cereals","Total","0.73","0.70","960.00"
"Karnataka","Koppal","Nutri/Coarse Cereals","Kharif","1.74","3.26","1875.00"
"Karnataka","Koppal","Nutri/Coarse Cereals","Rabi","0.38","0.82","2137.00"
"Karnataka","Koppal","Nutri/Coarse Cereals","Summer","0.03","0.12","4328.00"
"Karnataka","Koppal","Nutri/Coarse Cereals","Total","2.15","4.20","1953.00"
"Karnataka","Koppal","Cereals","Kharif","2.33","5.77","2477.00"
"Karnataka","Koppal","Cereals","Rabi","0.45","0.98","2186.00"
"Karnataka","Koppal","Cereals","Summer","0.54","1.73","3228.00"
"Karnataka","Koppal","Cereals","Total","3.32","8.48","2559.00"
"Karnataka","Koppal","Tur","Kharif","0.55","0.28","508.00"
"Karnataka","Koppal","Tur","Total","0.55","0.28","508.00"
"Karnataka","Koppal","Gram","Rabi","0.71","0.28","391.00"
"Karnataka","Koppal","Gram","Total","0.71","0.28","391.00"
"Karnataka","Koppal","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Koppal","Urad","Rabi","0.01","0.00","429.00"
"Karnataka","Koppal","Urad","Total","0.01","0.00","435.00"
"Karnataka","Koppal","Moong","Kharif","0.49","0.10","199.00"
"Karnataka","Koppal","Moong","Rabi","0.01","0.00","299.00"
"Karnataka","Koppal","Moong","Total","0.50","0.10","200.00"
"Karnataka","Koppal","Other Pulses","Kharif","0.18","0.09","489.00"
"Karnataka","Koppal","Other Pulses","Rabi","0.15","0.07","495.00"
"Karnataka","Koppal","Other Pulses","Total","0.33","0.16","492.00"
"Karnataka","Koppal","Total Pulses","Total","2.09","0.82","392.00"
"Karnataka","Koppal","Total Food Grains","Kharif","3.55","6.24","1756.00"
"Karnataka","Koppal","Total Food Grains","Rabi","1.32","1.34","1014.00"
"Karnataka","Koppal","Total Food Grains","Summer","0.54","1.73","3228.00"
"Karnataka","Koppal","Total Food Grains","Total","5.41","9.30","1721.00"
"Karnataka","Mandya","Rice","Kharif","0.46","1.48","3192.00"
"Karnataka","Mandya","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Mandya","Rice","Summer","0.18","0.54","2963.00"
"Karnataka","Mandya","Rice","Total","0.65","2.02","3127.00"
"Karnataka","Mandya","Maize","Kharif","0.03","0.07","2156.00"
"Karnataka","Mandya","Maize","Rabi","0.00","0.01","3584.00"
"Karnataka","Mandya","Maize","Summer","0.02","0.07","4328.00"
"Karnataka","Mandya","Maize","Total","0.05","0.15","2890.00"
"Karnataka","Mandya","Ragi","Kharif","0.82","1.28","1561.00"
"Karnataka","Mandya","Ragi","Total","0.82","1.28","1561.00"
"Karnataka","Mandya","Small Millets","Kharif","0.00","0.00","426.00"
"Karnataka","Mandya","Small Millets","Total","0.00","0.00","426.00"
"Karnataka","Mandya","Shree Anna /Nutri Cereals","Kharif","0.82","1.28","1561.00"
"Karnataka","Mandya","Shree Anna /Nutri Cereals","Total","0.82","1.28","1561.00"
"Karnataka","Mandya","Nutri/Coarse Cereals","Kharif","0.86","1.35","1584.00"
"Karnataka","Mandya","Nutri/Coarse Cereals","Rabi","0.00","0.01","3584.00"
"Karnataka","Mandya","Nutri/Coarse Cereals","Summer","0.02","0.07","4328.00"
"Karnataka","Mandya","Nutri/Coarse Cereals","Total","0.87","1.43","1639.00"
"Karnataka","Mandya","Cereals","Kharif","1.32","2.84","2149.00"
"Karnataka","Mandya","Cereals","Rabi","0.00","0.01","3346.00"
"Karnataka","Mandya","Cereals","Summer","0.20","0.61","3071.00"
"Karnataka","Mandya","Cereals","Total","1.52","3.45","2272.00"
"Karnataka","Mandya","Tur","Kharif","0.01","0.00","391.00"
"Karnataka","Mandya","Tur","Total","0.01","0.00","391.00"
"Karnataka","Mandya","Urad","Kharif","0.01","0.00","590.00"
"Karnataka","Mandya","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Mandya","Urad","Total","0.01","0.00","589.00"
"Karnataka","Mandya","Moong","Kharif","0.00","0.00","430.00"
"Karnataka","Mandya","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Mandya","Moong","Total","0.00","0.00","430.00"
"Karnataka","Mandya","Other Pulses","Kharif","0.57","0.22","378.00"
"Karnataka","Mandya","Other Pulses","Rabi","0.18","0.11","606.00"
"Karnataka","Mandya","Other Pulses","Total","0.76","0.33","433.00"
"Karnataka","Mandya","Total Pulses","Total","0.77","0.33","434.00"
"Karnataka","Mandya","Total Food Grains","Kharif","1.91","3.06","1604.00"
"Karnataka","Mandya","Total Food Grains","Rabi","0.19","0.12","661.00"
"Karnataka","Mandya","Total Food Grains","Summer","0.20","0.61","3071.00"
"Karnataka","Mandya","Total Food Grains","Total","2.29","3.79","1653.00"
"Karnataka","Mysuru","Rice","Kharif","0.64","2.11","3321.00"
"Karnataka","Mysuru","Rice","Rabi","0.00","0.01","2842.00"
"Karnataka","Mysuru","Rice","Summer","0.17","0.58","3465.00"
"Karnataka","Mysuru","Rice","Total","0.81","2.70","3349.00"
"Karnataka","Mysuru","Maize","Kharif","0.50","1.79","3576.00"
"Karnataka","Mysuru","Maize","Rabi","0.09","0.35","3825.00"
"Karnataka","Mysuru","Maize","Summer","0.02","0.08","3642.00"
"Karnataka","Mysuru","Maize","Total","0.61","2.22","3616.00"
"Karnataka","Mysuru","Jowar","Kharif","0.04","0.03","779.00"
"Karnataka","Mysuru","Jowar","Rabi","0.00","0.00","1113.00"
"Karnataka","Mysuru","Jowar","Total","0.04","0.03","788.00"
"Karnataka","Mysuru","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Mysuru","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Mysuru","Ragi","Kharif","1.05","1.73","1642.00"
"Karnataka","Mysuru","Ragi","Total","1.05","1.73","1642.00"
"Karnataka","Mysuru","Small Millets","Kharif","0.00","0.00","426.00"
"Karnataka","Mysuru","Small Millets","Total","0.00","0.00","426.00"
"Karnataka","Mysuru","Shree Anna /Nutri Cereals","Kharif","1.09","1.76","1612.00"
"Karnataka","Mysuru","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1113.00"
"Karnataka","Mysuru","Shree Anna /Nutri Cereals","Total","1.09","1.76","1612.00"
"Karnataka","Mysuru","Nutri/Coarse Cereals","Kharif","1.59","3.55","2230.00"
"Karnataka","Mysuru","Nutri/Coarse Cereals","Rabi","0.09","0.35","3796.00"
"Karnataka","Mysuru","Nutri/Coarse Cereals","Summer","0.02","0.08","3642.00"
"Karnataka","Mysuru","Nutri/Coarse Cereals","Total","1.71","3.98","2334.00"
"Karnataka","Mysuru","Cereals","Kharif","2.23","5.66","2542.00"
"Karnataka","Mysuru","Cereals","Rabi","0.10","0.37","3752.00"
"Karnataka","Mysuru","Cereals","Summer","0.19","0.66","3485.00"
"Karnataka","Mysuru","Cereals","Total","2.51","6.68","2660.00"
"Karnataka","Mysuru","Tur","Kharif","0.02","0.01","399.00"
"Karnataka","Mysuru","Tur","Total","0.02","0.01","399.00"
"Karnataka","Mysuru","Gram","Rabi","0.00","0.00","725.00"
"Karnataka","Mysuru","Gram","Total","0.00","0.00","725.00"
"Karnataka","Mysuru","Urad","Kharif","0.07","0.03","397.00"
"Karnataka","Mysuru","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Mysuru","Urad","Total","0.07","0.03","397.00"
"Karnataka","Mysuru","Moong","Kharif","0.04","0.01","327.00"
"Karnataka","Mysuru","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Mysuru","Moong","Total","0.04","0.01","327.00"
"Karnataka","Mysuru","Other Pulses","Kharif","0.39","0.23","588.00"
"Karnataka","Mysuru","Other Pulses","Rabi","0.16","0.11","715.00"
"Karnataka","Mysuru","Other Pulses","Total","0.55","0.34","625.00"
"Karnataka","Mysuru","Total Pulses","Total","0.67","0.39","579.00"
"Karnataka","Mysuru","Total Food Grains","Kharif","2.74","5.93","2165.00"
"Karnataka","Mysuru","Total Food Grains","Rabi","0.26","0.48","1863.00"
"Karnataka","Mysuru","Total Food Grains","Summer","0.19","0.66","3485.00"
"Karnataka","Mysuru","Total Food Grains","Total","3.19","7.07","2219.00"
"Karnataka","Raichur","Rice","Kharif","1.80","6.77","3755.00"
"Karnataka","Raichur","Rice","Rabi","0.11","0.31","2842.00"
"Karnataka","Raichur","Rice","Summer","0.04","0.11","2594.00"
"Karnataka","Raichur","Rice","Total","1.96","7.19","3678.00"
"Karnataka","Raichur","Wheat","Rabi","0.00","0.00","1255.00"
"Karnataka","Raichur","Wheat","Total","0.00","0.00","1255.00"
"Karnataka","Raichur","Maize","Kharif","0.01","0.02","3727.00"
"Karnataka","Raichur","Maize","Rabi","0.01","0.01","1081.00"
"Karnataka","Raichur","Maize","Summer","0.00","0.00","4328.00"
"Karnataka","Raichur","Maize","Total","0.02","0.03","1928.00"
"Karnataka","Raichur","Jowar","Kharif","0.31","0.61","1982.00"
"Karnataka","Raichur","Jowar","Rabi","0.42","0.62","1499.00"
"Karnataka","Raichur","Jowar","Total","0.72","1.23","1704.00"
"Karnataka","Raichur","Bajra","Kharif","0.12","0.14","1238.00"
"Karnataka","Raichur","Bajra","Total","0.12","0.14","1238.00"
"Karnataka","Raichur","Ragi","Kharif","0.00","0.00","1507.00"
"Karnataka","Raichur","Ragi","Total","0.00","0.00","1507.00"
"Karnataka","Raichur","Small Millets","Kharif","0.01","0.01","426.00"
"Karnataka","Raichur","Small Millets","Total","0.01","0.01","426.00"
"Karnataka","Raichur","Shree Anna /Nutri Cereals","Kharif","0.44","0.76","1736.00"
"Karnataka","Raichur","Shree Anna /Nutri Cereals","Rabi","0.42","0.62","1499.00"
"Karnataka","Raichur","Shree Anna /Nutri Cereals","Total","0.85","1.38","1620.00"
"Karnataka","Raichur","Nutri/Coarse Cereals","Kharif","0.44","0.78","1760.00"
"Karnataka","Raichur","Nutri/Coarse Cereals","Rabi","0.43","0.64","1487.00"
"Karnataka","Raichur","Nutri/Coarse Cereals","Summer","0.00","0.00","4328.00"
"Karnataka","Raichur","Nutri/Coarse Cereals","Total","0.87","1.42","1627.00"
"Karnataka","Raichur","Cereals","Kharif","2.25","7.55","3362.00"
"Karnataka","Raichur","Cereals","Rabi","0.54","0.95","1762.00"
"Karnataka","Raichur","Cereals","Summer","0.04","0.11","2605.00"
"Karnataka","Raichur","Cereals","Total","2.83","8.61","3046.00"
"Karnataka","Raichur","Tur","Kharif","1.77","1.02","576.00"
"Karnataka","Raichur","Tur","Total","1.77","1.02","576.00"
"Karnataka","Raichur","Gram","Rabi","0.11","0.07","668.00"
"Karnataka","Raichur","Gram","Total","0.11","0.07","668.00"
"Karnataka","Raichur","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Raichur","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Raichur","Urad","Total","0.00","0.00","453.00"
"Karnataka","Raichur","Moong","Kharif","0.00","0.00","292.00"
"Karnataka","Raichur","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Raichur","Moong","Total","0.00","0.00","293.00"
"Karnataka","Raichur","Other Pulses","Kharif","0.00","0.00","580.00"
"Karnataka","Raichur","Other Pulses","Rabi","0.00","0.00","494.00"
"Karnataka","Raichur","Other Pulses","Total","0.00","0.00","528.00"
"Karnataka","Raichur","Total Pulses","Total","1.89","1.09","581.00"
"Karnataka","Raichur","Total Food Grains","Kharif","4.02","8.57","2132.00"
"Karnataka","Raichur","Total Food Grains","Rabi","0.65","1.02","1572.00"
"Karnataka","Raichur","Total Food Grains","Summer","0.04","0.11","2605.00"
"Karnataka","Raichur","Total Food Grains","Total","4.71","9.71","2059.00"
"Karnataka","Shivamogga","Rice","Kharif","0.61","1.76","2879.00"
"Karnataka","Shivamogga","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Shivamogga","Rice","Summer","0.06","0.19","2918.00"
"Karnataka","Shivamogga","Rice","Total","0.68","1.95","2882.00"
"Karnataka","Shivamogga","Wheat","Rabi","0.00","0.00","1380.00"
"Karnataka","Shivamogga","Wheat","Total","0.00","0.00","1380.00"
"Karnataka","Shivamogga","Maize","Kharif","0.36","1.07","2972.00"
"Karnataka","Shivamogga","Maize","Rabi","0.02","0.07","4694.00"
"Karnataka","Shivamogga","Maize","Summer","0.05","0.20","4328.00"
"Karnataka","Shivamogga","Maize","Total","0.42","1.34","3182.00"
"Karnataka","Shivamogga","Jowar","Kharif","0.00","0.00","1982.00"
"Karnataka","Shivamogga","Jowar","Rabi","0.00","0.00","1113.00"
"Karnataka","Shivamogga","Jowar","Total","0.00","0.00","1320.00"
"Karnataka","Shivamogga","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Shivamogga","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Shivamogga","Ragi","Kharif","0.00","0.00","1439.00"
"Karnataka","Shivamogga","Ragi","Total","0.00","0.00","1439.00"
"Karnataka","Shivamogga","Shree Anna /Nutri Cereals","Kharif","0.00","0.01","1561.00"
"Karnataka","Shivamogga","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1113.00"
"Karnataka","Shivamogga","Shree Anna /Nutri Cereals","Total","0.01","0.01","1373.00"
"Karnataka","Shivamogga","Nutri/Coarse Cereals","Kharif","0.36","1.08","2959.00"
"Karnataka","Shivamogga","Nutri/Coarse Cereals","Rabi","0.02","0.08","4217.00"
"Karnataka","Shivamogga","Nutri/Coarse Cereals","Summer","0.05","0.20","4328.00"
"Karnataka","Shivamogga","Nutri/Coarse Cereals","Total","0.43","1.35","3157.00"
"Karnataka","Shivamogga","Cereals","Kharif","0.97","2.83","2908.00"
"Karnataka","Shivamogga","Cereals","Rabi","0.02","0.08","4178.00"
"Karnataka","Shivamogga","Cereals","Summer","0.11","0.38","3498.00"
"Karnataka","Shivamogga","Cereals","Total","1.10","3.30","2989.00"
"Karnataka","Shivamogga","Tur","Kharif","0.00","0.00","572.00"
"Karnataka","Shivamogga","Tur","Total","0.00","0.00","572.00"
"Karnataka","Shivamogga","Gram","Rabi","0.00","0.00","596.00"
"Karnataka","Shivamogga","Gram","Total","0.00","0.00","596.00"
"Karnataka","Shivamogga","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Shivamogga","Urad","Total","0.00","0.00","590.00"
"Karnataka","Shivamogga","Moong","Kharif","0.00","0.00","430.00"
"Karnataka","Shivamogga","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Shivamogga","Moong","Total","0.00","0.00","301.00"
"Karnataka","Shivamogga","Other Pulses","Kharif","0.00","0.00","594.00"
"Karnataka","Shivamogga","Other Pulses","Rabi","0.00","0.00","636.00"
"Karnataka","Shivamogga","Other Pulses","Total","0.00","0.00","633.00"
"Karnataka","Shivamogga","Total Pulses","Total","0.00","0.00","566.00"
"Karnataka","Shivamogga","Total Food Grains","Kharif","0.98","2.84","2907.00"
"Karnataka","Shivamogga","Total Food Grains","Rabi","0.02","0.08","3512.00"
"Karnataka","Shivamogga","Total Food Grains","Summer","0.11","0.38","3498.00"
"Karnataka","Shivamogga","Total Food Grains","Total","1.11","3.30","2978.00"
"Karnataka","Tumakuru","Rice","Kharif","0.03","0.09","3029.00"
"Karnataka","Tumakuru","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Tumakuru","Rice","Summer","0.01","0.02","2866.00"
"Karnataka","Tumakuru","Rice","Total","0.04","0.11","2999.00"
"Karnataka","Tumakuru","Maize","Kharif","0.26","0.86","3290.00"
"Karnataka","Tumakuru","Maize","Rabi","0.01","0.04","3846.00"
"Karnataka","Tumakuru","Maize","Summer","0.01","0.02","4328.00"
"Karnataka","Tumakuru","Maize","Total","0.27","0.92","3330.00"
"Karnataka","Tumakuru","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Tumakuru","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Tumakuru","Ragi","Kharif","1.56","2.71","1737.00"
"Karnataka","Tumakuru","Ragi","Total","1.56","2.71","1737.00"
"Karnataka","Tumakuru","Small Millets","Kharif","0.01","0.01","668.00"
"Karnataka","Tumakuru","Small Millets","Total","0.01","0.01","668.00"
"Karnataka","Tumakuru","Shree Anna /Nutri Cereals","Kharif","1.58","2.72","1728.00"
